semaine,sexe,age_bin,total_cases,positivity_rate,median_ct,mean_nb_symptomes,proportion_severe,charge_virale_basse,charge_virale_haute,charge_virale_moyenne,forecast_incidence,inc_low,inc_high,forecast_positivity,pos_low,pos_high,ecart_%_positivity
2024-01-08/2024-01-14,F,0-4,1,1.0,,3.0,0.0,0,0,0,9.91897264,4.31707803217162,15.501873631017297,1.0,0.9999999981318898,1.0000000021392983,0.0
2024-01-08/2024-01-14,F,5-17,1,1.0,,2.0,0.0,0,0,0,9.91897264,4.31707803217162,15.501873631017297,1.0,0.9999999981318898,1.0000000021392983,0.0
2024-01-08/2024-01-14,F,18-29,3,1.0,31.5,2.3333333333333335,0.0,2,0,1,9.91897264,4.31707803217162,15.501873631017297,1.0,0.9999999981318898,1.0000000021392983,0.0
2024-01-08/2024-01-14,F,30-44,2,1.0,22.45,1.5,0.0,0,0,1,9.91897264,4.31707803217162,15.501873631017297,1.0,0.9999999981318898,1.0000000021392983,0.0
2024-01-08/2024-01-14,F,45-59,2,1.0,21.645,3.5,0.0,0,0,2,9.91897264,4.31707803217162,15.501873631017297,1.0,0.9999999981318898,1.0000000021392983,0.0
2024-01-08/2024-01-14,F,60+,0,,,,,0,0,0,9.91897264,4.31707803217162,15.501873631017297,1.0,0.9999999981318898,1.0000000021392983,
2024-01-08/2024-01-14,H,0-4,0,,,,,0,0,0,9.91897264,4.31707803217162,15.501873631017297,1.0,0.9999999981318898,1.0000000021392983,
2024-01-08/2024-01-14,H,5-17,1,1.0,,2.0,0.0,0,0,0,9.91897264,4.31707803217162,15.501873631017297,1.0,0.9999999981318898,1.0000000021392983,0.0
2024-01-08/2024-01-14,H,18-29,1,1.0,19.48,1.0,0.0,0,1,0,9.91897264,4.31707803217162,15.501873631017297,1.0,0.9999999981318898,1.0000000021392983,0.0
2024-01-08/2024-01-14,H,30-44,0,,,,,0,0,0,9.91897264,4.31707803217162,15.501873631017297,1.0,0.9999999981318898,1.0000000021392983,
2024-01-08/2024-01-14,H,45-59,0,,,,,0,0,0,9.91897264,4.31707803217162,15.501873631017297,1.0,0.9999999981318898,1.0000000021392983,
2024-01-08/2024-01-14,H,60+,0,,,,,0,0,0,9.91897264,4.31707803217162,15.501873631017297,1.0,0.9999999981318898,1.0000000021392983,
2024-01-15/2024-01-21,F,0-4,0,,,,,0,0,0,9.89321076153846,4.32548451570216,15.396355220968664,1.0,0.999999998053688,1.0000000018305242,
2024-01-15/2024-01-21,F,5-17,0,,,,,0,0,0,9.89321076153846,4.32548451570216,15.396355220968664,1.0,0.999999998053688,1.0000000018305242,
2024-01-15/2024-01-21,F,18-29,3,1.0,22.51,3.0,0.3333333333333333,0,0,1,9.89321076153846,4.32548451570216,15.396355220968664,1.0,0.999999998053688,1.0000000018305242,0.0
2024-01-15/2024-01-21,F,30-44,5,1.0,20.32,2.4,0.0,0,2,2,9.89321076153846,4.32548451570216,15.396355220968664,1.0,0.999999998053688,1.0000000018305242,0.0
2024-01-15/2024-01-21,F,45-59,0,,,,,0,0,0,9.89321076153846,4.32548451570216,15.396355220968664,1.0,0.999999998053688,1.0000000018305242,
2024-01-15/2024-01-21,F,60+,0,,,,,0,0,0,9.89321076153846,4.32548451570216,15.396355220968664,1.0,0.999999998053688,1.0000000018305242,
2024-01-15/2024-01-21,H,0-4,0,,,,,0,0,0,9.89321076153846,4.32548451570216,15.396355220968664,1.0,0.999999998053688,1.0000000018305242,
2024-01-15/2024-01-21,H,5-17,1,1.0,26.56,1.0,0.0,0,0,1,9.89321076153846,4.32548451570216,15.396355220968664,1.0,0.999999998053688,1.0000000018305242,0.0
2024-01-15/2024-01-21,H,18-29,3,1.0,20.1,3.6666666666666665,0.3333333333333333,0,1,2,9.89321076153846,4.32548451570216,15.396355220968664,1.0,0.999999998053688,1.0000000018305242,0.0
2024-01-15/2024-01-21,H,30-44,0,,,,,0,0,0,9.89321076153846,4.32548451570216,15.396355220968664,1.0,0.999999998053688,1.0000000018305242,
2024-01-15/2024-01-21,H,45-59,0,,,,,0,0,0,9.89321076153846,4.32548451570216,15.396355220968664,1.0,0.999999998053688,1.0000000018305242,
2024-01-15/2024-01-21,H,60+,0,,,,,0,0,0,9.89321076153846,4.32548451570216,15.396355220968664,1.0,0.999999998053688,1.0000000018305242,
2024-01-22/2024-01-28,F,0-4,0,,,,,0,0,0,9.867448883076923,4.733632164868494,15.27730894028849,1.0,0.9999999979619648,1.0000000020589284,
2024-01-22/2024-01-28,F,5-17,0,,,,,0,0,0,9.867448883076923,4.733632164868494,15.27730894028849,1.0,0.9999999979619648,1.0000000020589284,
2024-01-22/2024-01-28,F,18-29,0,,,,,0,0,0,9.867448883076923,4.733632164868494,15.27730894028849,1.0,0.9999999979619648,1.0000000020589284,
2024-01-22/2024-01-28,F,30-44,2,1.0,22.92,2.0,0.0,0,0,1,9.867448883076923,4.733632164868494,15.27730894028849,1.0,0.9999999979619648,1.0000000020589284,0.0
2024-01-22/2024-01-28,F,45-59,0,,,,,0,0,0,9.867448883076923,4.733632164868494,15.27730894028849,1.0,0.9999999979619648,1.0000000020589284,
2024-01-22/2024-01-28,F,60+,1,1.0,22.96,2.0,0.0,0,0,1,9.867448883076923,4.733632164868494,15.27730894028849,1.0,0.9999999979619648,1.0000000020589284,0.0
2024-01-22/2024-01-28,H,0-4,0,,,,,0,0,0,9.867448883076923,4.733632164868494,15.27730894028849,1.0,0.9999999979619648,1.0000000020589284,
2024-01-22/2024-01-28,H,5-17,0,,,,,0,0,0,9.867448883076923,4.733632164868494,15.27730894028849,1.0,0.9999999979619648,1.0000000020589284,
2024-01-22/2024-01-28,H,18-29,2,1.0,27.13,2.5,0.0,0,0,1,9.867448883076923,4.733632164868494,15.27730894028849,1.0,0.9999999979619648,1.0000000020589284,0.0
2024-01-22/2024-01-28,H,30-44,0,,,,,0,0,0,9.867448883076923,4.733632164868494,15.27730894028849,1.0,0.9999999979619648,1.0000000020589284,
2024-01-22/2024-01-28,H,45-59,0,,,,,0,0,0,9.867448883076923,4.733632164868494,15.27730894028849,1.0,0.9999999979619648,1.0000000020589284,
2024-01-22/2024-01-28,H,60+,0,,,,,0,0,0,9.867448883076923,4.733632164868494,15.27730894028849,1.0,0.9999999979619648,1.0000000020589284,
2024-01-29/2024-02-04,F,0-4,0,,,,,0,0,0,9.841687004615384,4.489723201954974,15.219999677775526,1.0,0.9999999980843952,1.0000000018913873,
2024-01-29/2024-02-04,F,5-17,1,1.0,,3.0,0.0,0,0,0,9.841687004615384,4.489723201954974,15.219999677775526,1.0,0.9999999980843952,1.0000000018913873,0.0
2024-01-29/2024-02-04,F,18-29,3,1.0,38.055,1.0,0.0,2,0,0,9.841687004615384,4.489723201954974,15.219999677775526,1.0,0.9999999980843952,1.0000000018913873,0.0
2024-01-29/2024-02-04,F,30-44,2,1.0,26.805,3.0,0.0,0,0,2,9.841687004615384,4.489723201954974,15.219999677775526,1.0,0.9999999980843952,1.0000000018913873,0.0
2024-01-29/2024-02-04,F,45-59,0,,,,,0,0,0,9.841687004615384,4.489723201954974,15.219999677775526,1.0,0.9999999980843952,1.0000000018913873,
2024-01-29/2024-02-04,F,60+,0,,,,,0,0,0,9.841687004615384,4.489723201954974,15.219999677775526,1.0,0.9999999980843952,1.0000000018913873,
2024-01-29/2024-02-04,H,0-4,0,,,,,0,0,0,9.841687004615384,4.489723201954974,15.219999677775526,1.0,0.9999999980843952,1.0000000018913873,
2024-01-29/2024-02-04,H,5-17,0,,,,,0,0,0,9.841687004615384,4.489723201954974,15.219999677775526,1.0,0.9999999980843952,1.0000000018913873,
2024-01-29/2024-02-04,H,18-29,1,1.0,29.82,1.0,0.0,0,0,1,9.841687004615384,4.489723201954974,15.219999677775526,1.0,0.9999999980843952,1.0000000018913873,0.0
2024-01-29/2024-02-04,H,30-44,2,1.0,29.99,3.5,0.0,0,0,1,9.841687004615384,4.489723201954974,15.219999677775526,1.0,0.9999999980843952,1.0000000018913873,0.0
2024-01-29/2024-02-04,H,45-59,0,,,,,0,0,0,9.841687004615384,4.489723201954974,15.219999677775526,1.0,0.9999999980843952,1.0000000018913873,
2024-01-29/2024-02-04,H,60+,0,,,,,0,0,0,9.841687004615384,4.489723201954974,15.219999677775526,1.0,0.9999999980843952,1.0000000018913873,
2024-02-05/2024-02-11,F,0-4,0,,,,,0,0,0,9.815925124311,4.407477468658296,15.350243136419031,1.0,0.9999999980161788,1.0000000018972728,
2024-02-05/2024-02-11,F,5-17,1,1.0,,6.0,1.0,0,0,0,9.815925124311,4.407477468658296,15.350243136419031,1.0,0.9999999980161788,1.0000000018972728,0.0
2024-02-05/2024-02-11,F,18-29,1,1.0,,2.0,0.0,0,0,0,9.815925124311,4.407477468658296,15.350243136419031,1.0,0.9999999980161788,1.0000000018972728,0.0
2024-02-05/2024-02-11,F,30-44,1,1.0,24.76,3.0,0.0,0,0,1,9.815925124311,4.407477468658296,15.350243136419031,1.0,0.9999999980161788,1.0000000018972728,0.0
2024-02-05/2024-02-11,F,45-59,0,,,,,0,0,0,9.815925124311,4.407477468658296,15.350243136419031,1.0,0.9999999980161788,1.0000000018972728,
2024-02-05/2024-02-11,F,60+,0,,,,,0,0,0,9.815925124311,4.407477468658296,15.350243136419031,1.0,0.9999999980161788,1.0000000018972728,
2024-02-05/2024-02-11,H,0-4,0,,,,,0,0,0,9.815925124311,4.407477468658296,15.350243136419031,1.0,0.9999999980161788,1.0000000018972728,
2024-02-05/2024-02-11,H,5-17,0,,,,,0,0,0,9.815925124311,4.407477468658296,15.350243136419031,1.0,0.9999999980161788,1.0000000018972728,
2024-02-05/2024-02-11,H,18-29,2,1.0,23.439999999999998,2.5,0.5,0,0,2,9.815925124311,4.407477468658296,15.350243136419031,1.0,0.9999999980161788,1.0000000018972728,0.0
2024-02-05/2024-02-11,H,30-44,0,,,,,0,0,0,9.815925124311,4.407477468658296,15.350243136419031,1.0,0.9999999980161788,1.0000000018972728,
2024-02-05/2024-02-11,H,45-59,1,1.0,,3.0,0.0,0,0,0,9.815925124311,4.407477468658296,15.350243136419031,1.0,0.9999999980161788,1.0000000018972728,0.0
2024-02-05/2024-02-11,H,60+,0,,,,,0,0,0,9.815925124311,4.407477468658296,15.350243136419031,1.0,0.9999999980161788,1.0000000018972728,
2024-02-12/2024-02-18,F,0-4,0,,,,,0,0,0,9.790163244006612,4.636173182372192,15.272670468513189,1.0,0.9999999980514638,1.0000000018933817,
2024-02-12/2024-02-18,F,5-17,1,1.0,,1.0,0.0,0,0,0,9.790163244006612,4.636173182372192,15.272670468513189,1.0,0.9999999980514638,1.0000000018933817,0.0
2024-02-12/2024-02-18,F,18-29,1,1.0,,3.0,0.0,0,0,0,9.790163244006612,4.636173182372192,15.272670468513189,1.0,0.9999999980514638,1.0000000018933817,0.0
2024-02-12/2024-02-18,F,30-44,3,1.0,28.33,3.0,0.3333333333333333,1,0,1,9.790163244006612,4.636173182372192,15.272670468513189,1.0,0.9999999980514638,1.0000000018933817,0.0
2024-02-12/2024-02-18,F,45-59,1,1.0,34.59,3.0,0.0,1,0,0,9.790163244006612,4.636173182372192,15.272670468513189,1.0,0.9999999980514638,1.0000000018933817,0.0
2024-02-12/2024-02-18,F,60+,0,,,,,0,0,0,9.790163244006612,4.636173182372192,15.272670468513189,1.0,0.9999999980514638,1.0000000018933817,
2024-02-12/2024-02-18,H,0-4,0,,,,,0,0,0,9.790163244006612,4.636173182372192,15.272670468513189,1.0,0.9999999980514638,1.0000000018933817,
2024-02-12/2024-02-18,H,5-17,0,,,,,0,0,0,9.790163244006612,4.636173182372192,15.272670468513189,1.0,0.9999999980514638,1.0000000018933817,
2024-02-12/2024-02-18,H,18-29,1,1.0,18.42,3.0,0.0,0,1,0,9.790163244006612,4.636173182372192,15.272670468513189,1.0,0.9999999980514638,1.0000000018933817,0.0
2024-02-12/2024-02-18,H,30-44,3,1.0,28.73,3.6666666666666665,0.3333333333333333,0,0,1,9.790163244006612,4.636173182372192,15.272670468513189,1.0,0.9999999980514638,1.0000000018933817,0.0
2024-02-12/2024-02-18,H,45-59,1,1.0,25.67,2.0,0.0,0,0,1,9.790163244006612,4.636173182372192,15.272670468513189,1.0,0.9999999980514638,1.0000000018933817,0.0
2024-02-12/2024-02-18,H,60+,0,,,,,0,0,0,9.790163244006612,4.636173182372192,15.272670468513189,1.0,0.9999999980514638,1.0000000018933817,
2024-02-19/2024-02-25,F,0-4,0,,,,,0,0,0,9.764401363702229,4.638993374693428,14.98434923667104,1.0,0.9999999981465474,1.000000001899372,
2024-02-19/2024-02-25,F,5-17,0,,,,,0,0,0,9.764401363702229,4.638993374693428,14.98434923667104,1.0,0.9999999981465474,1.000000001899372,
